IP地址,数据中心,地区,城市,网络延迟
1.1.1.81,LAX,北美洲,洛杉矶,196 ms
1.1.1.205,LAX,北美洲,洛杉矶,196 ms
104.24.145.156,LAX,北美洲,洛杉矶,196 ms
1.1.1.93,LAX,北美洲,洛杉矶,196 ms
194.113.223.128,LAX,北美洲,洛杉矶,196 ms
1.1.1.244,LAX,北美洲,洛杉矶,196 ms
104.20.53.4,LAX,北美洲,洛杉矶,196 ms
104.18.55.53,LAX,北美洲,洛杉矶,196 ms
1.1.1.247,LAX,北美洲,洛杉矶,196 ms
1.0.0.225,LAX,北美洲,洛杉矶,196 ms
92.243.74.103,LAX,北美洲,洛杉矶,196 ms
104.27.57.205,LAX,北美洲,洛杉矶,196 ms
104.18.52.184,LAX,北美洲,洛杉矶,196 ms
104.24.76.131,LAX,北美洲,洛杉矶,196 ms
162.159.5.249,LAX,北美洲,洛杉矶,196 ms
104.24.55.112,LAX,北美洲,洛杉矶,196 ms
154.202.89.119,LAX,北美洲,洛杉矶,196 ms
104.27.104.219,LAX,北美洲,洛杉矶,196 ms
167.68.42.253,LAX,北美洲,洛杉矶,197 ms
1.1.1.255,LAX,北美洲,洛杉矶,197 ms
162.159.9.77,LAX,北美洲,洛杉矶,197 ms
104.19.30.57,LAX,北美洲,洛杉矶,197 ms
104.20.60.65,LAX,北美洲,洛杉矶,197 ms
154.83.2.86,LAX,北美洲,洛杉矶,197 ms
104.19.48.217,LAX,北美洲,洛杉矶,197 ms
104.18.62.14,LAX,北美洲,洛杉矶,197 ms
104.25.206.254,LAX,北美洲,洛杉矶,197 ms
104.27.83.128,LAX,北美洲,洛杉矶,197 ms
104.19.192.66,LAX,北美洲,洛杉矶,197 ms
45.80.111.25,LAX,北美洲,洛杉矶,197 ms
172.66.0.82,LAX,北美洲,洛杉矶,197 ms
104.25.17.177,LAX,北美洲,洛杉矶,197 ms
176.126.207.52,LAX,北美洲,洛杉矶,197 ms
162.159.128.158,LAX,北美洲,洛杉矶,198 ms
176.126.206.2,LAX,北美洲,洛杉矶,198 ms
1.1.1.169,LAX,北美洲,洛杉矶,198 ms
1.0.0.3,LAX,北美洲,洛杉矶,198 ms
104.24.132.195,LAX,北美洲,洛杉矶,198 ms
104.27.51.14,LAX,北美洲,洛杉矶,198 ms
104.25.245.198,LAX,北美洲,洛杉矶,198 ms
104.24.197.25,LAX,北美洲,洛杉矶,198 ms
104.27.35.187,LAX,北美洲,洛杉矶,198 ms
104.24.162.49,LAX,北美洲,洛杉矶,199 ms
104.19.110.39,LAX,北美洲,洛杉矶,199 ms
104.24.88.136,LAX,北美洲,洛杉矶,199 ms
1.0.0.79,LAX,北美洲,洛杉矶,199 ms
1.1.1.214,LAX,北美洲,洛杉矶,199 ms
104.19.19.130,LAX,北美洲,洛杉矶,200 ms
104.27.64.217,LAX,北美洲,洛杉矶,200 ms
1.1.1.198,LAX,北美洲,洛杉矶,200 ms
104.24.229.119,LAX,北美洲,洛杉矶,200 ms
1.1.1.231,LAX,北美洲,洛杉矶,200 ms
104.24.50.115,LAX,北美洲,洛杉矶,200 ms
162.159.224.129,DEN,北美洲,丹佛,200 ms
104.25.44.130,LAX,北美洲,洛杉矶,201 ms
1.1.1.193,LAX,北美洲,洛杉矶,201 ms
104.19.25.180,LAX,北美洲,洛杉矶,201 ms
104.25.207.71,LAX,北美洲,洛杉矶,201 ms
104.24.131.215,LAX,北美洲,洛杉矶,202 ms
104.20.50.184,LAX,北美洲,洛杉矶,202 ms
104.19.80.245,LAX,北美洲,洛杉矶,203 ms
104.24.8.235,LAX,北美洲,洛杉矶,203 ms
104.26.11.253,HKG,亚太地区,香港,204 ms
104.24.22.111,LAX,北美洲,洛杉矶,204 ms
104.24.183.80,LAX,北美洲,洛杉矶,205 ms
104.26.13.149,HKG,亚太地区,香港,205 ms
104.20.24.11,HKG,亚太地区,香港,205 ms
104.25.31.1,LAX,北美洲,洛杉矶,207 ms
172.67.65.76,HKG,亚太地区,香港,207 ms
104.26.15.180,HKG,亚太地区,香港,208 ms
104.24.238.153,LAX,北美洲,洛杉矶,208 ms
104.24.252.63,LAX,北美洲,洛杉矶,208 ms
104.19.100.219,LAX,北美洲,洛杉矶,208 ms
172.67.72.132,HKG,亚太地区,香港,209 ms
104.26.9.6,HKG,亚太地区,香港,209 ms
172.67.75.245,HKG,亚太地区,香港,210 ms
104.20.26.31,HKG,亚太地区,香港,210 ms
172.67.104.221,LAX,北美洲,洛杉矶,210 ms
104.19.119.143,LAX,北美洲,洛杉矶,211 ms
104.20.22.21,HKG,亚太地区,香港,211 ms
104.25.112.35,LAX,北美洲,洛杉矶,212 ms
104.29.125.21,MUC,欧洲,慕尼黑,212 ms
104.25.91.175,LAX,北美洲,洛杉矶,213 ms
172.67.79.41,HKG,亚太地区,香港,213 ms
104.27.110.226,LAX,北美洲,洛杉矶,213 ms
104.27.30.196,LAX,北美洲,洛杉矶,213 ms
104.20.5.138,LAX,北美洲,洛杉矶,214 ms
104.26.1.109,HKG,亚太地区,香港,215 ms
172.67.66.46,HKG,亚太地区,香港,215 ms
172.67.67.114,HKG,亚太地区,香港,215 ms
104.20.29.240,HKG,亚太地区,香港,215 ms
104.25.214.141,LAX,北美洲,洛杉矶,216 ms
104.24.219.131,LAX,北美洲,洛杉矶,217 ms
104.25.80.111,LAX,北美洲,洛杉矶,218 ms
104.26.2.115,HKG,亚太地区,香港,220 ms
104.19.3.144,LAX,北美洲,洛杉矶,220 ms
104.24.21.214,LAX,北美洲,洛杉矶,220 ms
104.29.124.175,MUC,欧洲,慕尼黑,221 ms
104.27.39.118,LAX,北美洲,洛杉矶,222 ms
104.26.7.104,HKG,亚太地区,香港,223 ms
104.20.27.111,HKG,亚太地区,香港,226 ms
104.19.107.47,LAX,北美洲,洛杉矶,226 ms
104.24.184.98,LAX,北美洲,洛杉矶,226 ms
104.27.69.128,LAX,北美洲,洛杉矶,226 ms
104.24.176.231,LAX,北美洲,洛杉矶,226 ms
104.29.127.244,MAN,欧洲,曼彻斯特,226 ms
172.67.94.255,LAX,北美洲,洛杉矶,226 ms
172.67.71.242,HKG,亚太地区,香港,227 ms
104.25.218.79,LAX,北美洲,洛杉矶,227 ms
104.20.28.43,HKG,亚太地区,香港,228 ms
104.26.5.255,HKG,亚太地区,香港,228 ms
104.25.161.0,LAX,北美洲,洛杉矶,230 ms
104.25.35.64,LAX,北美洲,洛杉矶,232 ms
172.65.227.57,HKG,亚太地区,香港,232 ms
172.67.64.213,HKG,亚太地区,香港,233 ms
104.26.4.49,HKG,亚太地区,香港,233 ms
104.26.8.129,HKG,亚太地区,香港,234 ms
172.67.73.185,HKG,亚太地区,香港,234 ms
104.19.24.127,LAX,北美洲,洛杉矶,234 ms
104.25.126.8,LAX,北美洲,洛杉矶,235 ms
104.19.7.178,LAX,北美洲,洛杉矶,235 ms
104.20.21.73,HKG,亚太地区,香港,236 ms
104.25.219.56,LAX,北美洲,洛杉矶,237 ms
172.65.229.41,HKG,亚太地区,香港,237 ms
104.20.16.41,HKG,亚太地区,香港,237 ms
104.20.30.111,HKG,亚太地区,香港,237 ms
104.20.25.67,SIN,亚太地区,新加坡,237 ms
104.20.45.87,LAX,北美洲,洛杉矶,238 ms
172.67.78.131,HKG,亚太地区,香港,239 ms
172.67.93.226,LAX,北美洲,洛杉矶,239 ms
104.24.208.192,LAX,北美洲,洛杉矶,240 ms
104.20.17.34,HKG,亚太地区,香港,241 ms
104.24.92.41,LAX,北美洲,洛杉矶,241 ms
104.26.3.163,HKG,亚太地区,香港,241 ms
172.67.77.122,HKG,亚太地区,香港,242 ms
104.20.3.106,LAX,北美洲,洛杉矶,242 ms
172.67.98.2,LAX,北美洲,洛杉矶,243 ms
104.20.31.91,HKG,亚太地区,香港,243 ms
104.26.12.187,HKG,亚太地区,香港,244 ms
104.24.84.240,LAX,北美洲,洛杉矶,244 ms
172.67.76.7,HKG,亚太地区,香港,244 ms
104.24.0.120,LAX,北美洲,洛杉矶,244 ms
104.27.97.222,LAX,北美洲,洛杉矶,245 ms
104.20.18.252,HKG,亚太地区,香港,245 ms
104.20.37.84,LAX,北美洲,洛杉矶,245 ms
104.25.184.65,LAX,北美洲,洛杉矶,247 ms
104.25.23.184,LAX,北美洲,洛杉矶,247 ms
104.24.210.146,LAX,北美洲,洛杉矶,247 ms
104.20.56.72,LAX,北美洲,洛杉矶,247 ms
104.25.238.73,LAX,北美洲,洛杉矶,248 ms
172.67.70.36,HKG,亚太地区,香港,248 ms
104.24.94.150,LAX,北美洲,洛杉矶,248 ms
104.25.144.58,LAX,北美洲,洛杉矶,249 ms
104.29.111.140,MUC,欧洲,慕尼黑,250 ms
104.20.47.180,LAX,北美洲,洛杉矶,252 ms
104.24.3.5,LAX,北美洲,洛杉矶,252 ms
104.24.243.177,LAX,北美洲,洛杉矶,252 ms
104.24.93.48,LAX,北美洲,洛杉矶,253 ms
172.65.230.173,CDG,欧洲,巴黎,254 ms
172.64.78.88,EWR,北美洲,纽瓦克,258 ms
104.27.22.80,LAX,北美洲,洛杉矶,260 ms
104.19.104.193,LAX,北美洲,洛杉矶,262 ms
172.67.84.173,LAX,北美洲,洛杉矶,262 ms
104.20.23.17,HKG,亚太地区,香港,263 ms
104.24.67.204,LAX,北美洲,洛杉矶,263 ms
104.19.29.193,LAX,北美洲,洛杉矶,264 ms
104.20.15.22,LAX,北美洲,洛杉矶,264 ms
104.19.47.199,LAX,北美洲,洛杉矶,265 ms
172.67.91.131,LAX,北美洲,洛杉矶,265 ms
104.26.10.144,HKG,亚太地区,香港,265 ms
172.65.236.191,FRA,欧洲,法兰克福,265 ms
172.67.68.216,HKG,亚太地区,香港,266 ms
172.67.126.18,LAX,北美洲,洛杉矶,267 ms
104.24.18.133,LAX,北美洲,洛杉矶,267 ms
104.24.255.197,LAX,北美洲,洛杉矶,270 ms
104.27.127.94,LAX,北美洲,洛杉矶,272 ms
104.20.32.91,LAX,北美洲,洛杉矶,272 ms
104.27.46.22,LAX,北美洲,洛杉矶,273 ms
104.25.73.119,LAX,北美洲,洛杉矶,273 ms
104.19.101.84,LAX,北美洲,洛杉矶,274 ms
104.25.131.84,LAX,北美洲,洛杉矶,280 ms
104.25.56.180,LAX,北美洲,洛杉矶,280 ms
104.26.14.115,SIN,亚太地区,新加坡,283 ms
104.19.12.203,LAX,北美洲,洛杉矶,283 ms
104.25.210.116,LAX,北美洲,洛杉矶,283 ms
104.24.164.221,LAX,北美洲,洛杉矶,284 ms
104.24.154.177,LAX,北美洲,洛杉矶,285 ms
104.24.248.4,LAX,北美洲,洛杉矶,285 ms
104.27.52.71,LAX,北美洲,洛杉矶,290 ms
104.25.100.137,LAX,北美洲,洛杉矶,291 ms
104.25.226.42,LAX,北美洲,洛杉矶,291 ms
104.19.14.83,LAX,北美洲,洛杉矶,292 ms
104.25.241.236,LAX,北美洲,洛杉矶,293 ms
104.27.121.62,LAX,北美洲,洛杉矶,294 ms
104.19.44.32,LAX,北美洲,洛杉矶,294 ms
104.25.57.119,LAX,北美洲,洛杉矶,298 ms
104.20.2.91,LAX,北美洲,洛杉矶,300 ms
104.24.41.153,LAX,北美洲,洛杉矶,301 ms
104.27.67.88,LAX,北美洲,洛杉矶,301 ms
104.25.71.85,LAX,北美洲,洛杉矶,301 ms
172.67.214.242,LAX,北美洲,洛杉矶,302 ms
172.67.101.32,LAX,北美洲,洛杉矶,304 ms
104.27.79.211,LAX,北美洲,洛杉矶,304 ms
172.67.100.119,LAX,北美洲,洛杉矶,306 ms
104.19.5.21,LAX,北美洲,洛杉矶,307 ms
104.24.39.228,LAX,北美洲,洛杉矶,309 ms
104.27.116.233,LAX,北美洲,洛杉矶,309 ms
104.25.95.92,LAX,北美洲,洛杉矶,312 ms
104.25.7.240,LAX,北美洲,洛杉矶,313 ms
104.20.33.165,LAX,北美洲,洛杉矶,313 ms
104.24.75.183,LAX,北美洲,洛杉矶,313 ms
104.27.125.163,LAX,北美洲,洛杉矶,313 ms
104.24.140.145,LAX,北美洲,洛杉矶,313 ms
172.65.165.119,LAX,北美洲,洛杉矶,314 ms
104.25.4.85,LAX,北美洲,洛杉矶,315 ms
104.29.126.163,MUC,欧洲,慕尼黑,317 ms
104.25.85.164,LAX,北美洲,洛杉矶,317 ms
104.25.99.70,LAX,北美洲,洛杉矶,318 ms
104.25.83.9,LAX,北美洲,洛杉矶,319 ms
162.159.235.110,LAX,北美洲,洛杉矶,321 ms
104.27.53.53,LAX,北美洲,洛杉矶,321 ms
141.101.113.171,LAX,北美洲,洛杉矶,322 ms
104.25.180.13,LAX,北美洲,洛杉矶,324 ms
104.27.117.253,LAX,北美洲,洛杉矶,325 ms
104.27.7.230,LAX,北美洲,洛杉矶,325 ms
104.24.223.95,LAX,北美洲,洛杉矶,328 ms
104.19.2.135,LAX,北美洲,洛杉矶,328 ms
104.25.200.6,LAX,北美洲,洛杉矶,329 ms
104.19.8.103,LAX,北美洲,洛杉矶,329 ms
104.24.152.21,LAX,北美洲,洛杉矶,330 ms
104.25.87.5,LAX,北美洲,洛杉矶,330 ms
104.25.12.70,LAX,北美洲,洛杉矶,331 ms
104.27.126.89,LAX,北美洲,洛杉矶,333 ms
104.27.119.44,LAX,北美洲,洛杉矶,334 ms
104.27.33.49,LAX,北美洲,洛杉矶,334 ms
104.19.93.167,LAX,北美洲,洛杉矶,336 ms
104.20.51.204,LAX,北美洲,洛杉矶,337 ms
104.27.34.135,LAX,北美洲,洛杉矶,337 ms
104.25.106.232,LAX,北美洲,洛杉矶,338 ms
104.24.35.35,LAX,北美洲,洛杉矶,339 ms
104.24.222.198,LAX,北美洲,洛杉矶,339 ms
104.25.136.95,LAX,北美洲,洛杉矶,339 ms
104.24.236.196,LAX,北美洲,洛杉矶,340 ms
172.67.96.173,LAX,北美洲,洛杉矶,341 ms
104.25.105.42,LAX,北美洲,洛杉矶,342 ms
104.24.204.200,LAX,北美洲,洛杉矶,342 ms
104.24.54.118,LAX,北美洲,洛杉矶,343 ms
104.24.30.195,LAX,北美洲,洛杉矶,345 ms
104.27.18.92,LAX,北美洲,洛杉矶,348 ms
104.25.157.97,LAX,北美洲,洛杉矶,348 ms
104.27.118.165,LAX,北美洲,洛杉矶,349 ms
104.25.61.141,LAX,北美洲,洛杉矶,350 ms
104.25.78.90,LAX,北美洲,洛杉矶,353 ms
172.65.171.139,LAX,北美洲,洛杉矶,353 ms
172.67.121.39,LAX,北美洲,洛杉矶,353 ms
104.24.188.132,LAX,北美洲,洛杉矶,354 ms
104.24.48.139,LAX,北美洲,洛杉矶,354 ms
104.20.40.14,LAX,北美洲,洛杉矶,355 ms
104.19.105.186,LAX,北美洲,洛杉矶,356 ms
104.19.79.114,LAX,北美洲,洛杉矶,356 ms
104.27.103.88,LAX,北美洲,洛杉矶,357 ms
104.19.85.85,LAX,北美洲,洛杉矶,358 ms
104.24.15.144,LAX,北美洲,洛杉矶,358 ms
104.27.32.153,LAX,北美洲,洛杉矶,358 ms
104.25.98.250,LAX,北美洲,洛杉矶,358 ms
104.24.247.59,LAX,北美洲,洛杉矶,360 ms
172.67.171.9,LAX,北美洲,洛杉矶,360 ms
104.25.122.116,LAX,北美洲,洛杉矶,360 ms
104.24.33.160,LAX,北美洲,洛杉矶,360 ms
104.25.134.211,LAX,北美洲,洛杉矶,363 ms
104.19.102.229,LAX,北美洲,洛杉矶,364 ms
104.27.122.109,LAX,北美洲,洛杉矶,364 ms
104.25.172.78,LAX,北美洲,洛杉矶,365 ms
104.24.151.208,LAX,北美洲,洛杉矶,365 ms
104.24.198.142,LAX,北美洲,洛杉矶,366 ms
104.25.246.160,LAX,北美洲,洛杉矶,367 ms
104.25.166.73,LAX,北美洲,洛杉矶,367 ms
104.24.250.175,LAX,北美洲,洛杉矶,368 ms
104.24.14.9,LAX,北美洲,洛杉矶,368 ms
104.24.211.173,LAX,北美洲,洛杉矶,368 ms
104.25.13.241,LAX,北美洲,洛杉矶,369 ms
104.25.197.193,LAX,北美洲,洛杉矶,369 ms
104.25.75.64,LAX,北美洲,洛杉矶,369 ms
104.25.48.206,LAX,北美洲,洛杉矶,370 ms
104.20.58.129,LAX,北美洲,洛杉矶,371 ms
104.20.6.37,LAX,北美洲,洛杉矶,371 ms
104.19.70.70,LAX,北美洲,洛杉矶,371 ms
104.24.225.210,LAX,北美洲,洛杉矶,371 ms
104.25.231.215,LAX,北美洲,洛杉矶,372 ms
104.24.40.189,LAX,北美洲,洛杉矶,373 ms
104.25.108.141,LAX,北美洲,洛杉矶,373 ms
172.67.112.221,LAX,北美洲,洛杉矶,374 ms
104.25.93.14,LAX,北美洲,洛杉矶,375 ms
104.24.130.39,LAX,北美洲,洛杉矶,375 ms
104.25.10.50,LAX,北美洲,洛杉矶,376 ms
104.25.153.94,LAX,北美洲,洛杉矶,376 ms
104.19.38.82,LAX,北美洲,洛杉矶,376 ms
104.24.199.143,LAX,北美洲,洛杉矶,377 ms
104.25.11.163,LAX,北美洲,洛杉矶,377 ms
104.19.32.233,LAX,北美洲,洛杉矶,377 ms
104.24.59.250,LAX,北美洲,洛杉矶,378 ms
104.27.120.218,LAX,北美洲,洛杉矶,379 ms
104.24.61.63,LAX,北美洲,洛杉矶,380 ms
104.27.16.60,LAX,北美洲,洛杉矶,381 ms
104.25.148.40,LAX,北美洲,洛杉矶,382 ms
104.25.50.58,LAX,北美洲,洛杉矶,382 ms
104.27.84.22,LAX,北美洲,洛杉矶,382 ms
104.19.106.185,LAX,北美洲,洛杉矶,383 ms
104.19.90.3,LAX,北美洲,洛杉矶,384 ms
104.25.70.12,LAX,北美洲,洛杉矶,385 ms
104.25.76.74,LAX,北美洲,洛杉矶,385 ms
104.19.10.19,LAX,北美洲,洛杉矶,385 ms
104.19.122.247,LAX,北美洲,洛杉矶,386 ms
104.19.96.252,LAX,北美洲,洛杉矶,386 ms
104.27.81.148,LAX,北美洲,洛杉矶,387 ms
104.24.245.40,LAX,北美洲,洛杉矶,387 ms
104.25.195.6,LAX,北美洲,洛杉矶,388 ms
104.19.1.249,LAX,北美洲,洛杉矶,389 ms
104.19.108.138,LAX,北美洲,洛杉矶,389 ms
104.25.230.172,LAX,北美洲,洛杉矶,389 ms
104.24.146.124,LAX,北美洲,洛杉矶,389 ms
104.27.41.248,LAX,北美洲,洛杉矶,390 ms
104.27.44.136,LAX,北美洲,洛杉矶,390 ms
104.19.51.162,LAX,北美洲,洛杉矶,390 ms
172.64.66.39,LAX,北美洲,洛杉矶,390 ms
104.27.42.42,LAX,北美洲,洛杉矶,390 ms
104.25.132.100,LAX,北美洲,洛杉矶,391 ms
104.24.178.80,LAX,北美洲,洛杉矶,391 ms
104.25.133.156,LAX,北美洲,洛杉矶,391 ms
104.24.25.0,LAX,北美洲,洛杉矶,392 ms
104.21.124.172,LAX,北美洲,洛杉矶,392 ms
104.24.207.147,LAX,北美洲,洛杉矶,393 ms
104.25.9.185,LAX,北美洲,洛杉矶,393 ms
104.25.150.175,LAX,北美洲,洛杉矶,394 ms
104.25.149.3,LAX,北美洲,洛杉矶,397 ms
104.24.74.18,LAX,北美洲,洛杉矶,397 ms
104.27.58.37,LAX,北美洲,洛杉矶,398 ms
104.19.109.191,LAX,北美洲,洛杉矶,399 ms
104.24.26.130,LAX,北美洲,洛杉矶,399 ms
104.24.194.54,LAX,北美洲,洛杉矶,400 ms
104.25.46.189,LAX,北美洲,洛杉矶,401 ms
104.25.68.72,LAX,北美洲,洛杉矶,403 ms
104.19.126.157,LAX,北美洲,洛杉矶,403 ms
104.19.78.189,LAX,北美洲,洛杉矶,403 ms
104.25.119.152,LAX,北美洲,洛杉矶,403 ms
104.24.6.94,LAX,北美洲,洛杉矶,404 ms
104.25.229.204,LAX,北美洲,洛杉矶,406 ms
104.20.41.177,LAX,北美洲,洛杉矶,406 ms
104.25.125.227,LAX,北美洲,洛杉矶,407 ms
104.24.47.29,LAX,北美洲,洛杉矶,407 ms
104.24.148.213,LAX,北美洲,洛杉矶,407 ms
104.19.50.99,LAX,北美洲,洛杉矶,408 ms
104.25.24.205,LAX,北美洲,洛杉矶,409 ms
104.25.159.244,LAX,北美洲,洛杉矶,409 ms
104.19.65.66,LAX,北美洲,洛杉矶,411 ms
172.67.114.158,LAX,北美洲,洛杉矶,412 ms
104.25.67.135,LAX,北美洲,洛杉矶,413 ms
104.25.152.209,LAX,北美洲,洛杉矶,413 ms
104.19.49.112,LAX,北美洲,洛杉矶,414 ms
104.24.244.87,LAX,北美洲,洛杉矶,414 ms
104.19.26.234,LAX,北美洲,洛杉矶,414 ms
104.24.253.138,LAX,北美洲,洛杉矶,414 ms
104.24.138.85,LAX,北美洲,洛杉矶,415 ms
104.24.212.50,LAX,北美洲,洛杉矶,415 ms
104.25.32.191,LAX,北美洲,洛杉矶,416 ms
104.24.1.192,LAX,北美洲,洛杉矶,416 ms
104.20.44.74,LAX,北美洲,洛杉矶,417 ms
104.25.233.118,LAX,北美洲,洛杉矶,417 ms
104.25.143.160,LAX,北美洲,洛杉矶,418 ms
104.25.239.174,LAX,北美洲,洛杉矶,418 ms
104.25.124.40,LAX,北美洲,洛杉矶,419 ms
104.20.62.239,LAX,北美洲,洛杉矶,419 ms
104.24.83.145,LAX,北美洲,洛杉矶,419 ms
104.19.84.90,LAX,北美洲,洛杉矶,421 ms
104.20.49.34,LAX,北美洲,洛杉矶,421 ms
104.24.73.57,LAX,北美洲,洛杉矶,422 ms
104.24.34.129,LAX,北美洲,洛杉矶,422 ms
104.19.82.187,LAX,北美洲,洛杉矶,422 ms
104.25.43.178,LAX,北美洲,洛杉矶,422 ms
172.64.93.106,LAX,北美洲,洛杉矶,422 ms
104.27.76.215,LAX,北美洲,洛杉矶,423 ms
104.25.188.255,LAX,北美洲,洛杉矶,424 ms
104.20.10.35,LAX,北美洲,洛杉矶,425 ms
104.24.237.176,LAX,北美洲,洛杉矶,425 ms
104.24.217.32,LAX,北美洲,洛杉矶,425 ms
104.19.88.64,LAX,北美洲,洛杉矶,425 ms
104.24.231.244,LAX,北美洲,洛杉矶,425 ms
104.25.123.26,LAX,北美洲,洛杉矶,425 ms
104.19.86.90,LAX,北美洲,洛杉矶,426 ms
104.25.251.247,LAX,北美洲,洛杉矶,426 ms
104.24.254.143,LAX,北美洲,洛杉矶,426 ms
104.24.203.205,LAX,北美洲,洛杉矶,426 ms
104.25.175.147,LAX,北美洲,洛杉矶,426 ms
172.67.108.126,LAX,北美洲,洛杉矶,428 ms
104.25.224.92,LAX,北美洲,洛杉矶,429 ms
104.24.77.53,LAX,北美洲,洛杉矶,432 ms
104.24.233.204,LAX,北美洲,洛杉矶,432 ms
104.19.64.39,LAX,北美洲,洛杉矶,432 ms
104.24.171.172,LAX,北美洲,洛杉矶,433 ms
104.27.78.169,LAX,北美洲,洛杉矶,433 ms
172.67.85.149,LAX,北美洲,洛杉矶,433 ms
104.27.2.71,LAX,北美洲,洛杉矶,433 ms
104.19.92.222,LAX,北美洲,洛杉矶,433 ms
104.25.130.189,LAX,北美洲,洛杉矶,434 ms
104.25.116.106,LAX,北美洲,洛杉矶,435 ms
104.27.20.18,LAX,北美洲,洛杉矶,435 ms
104.24.86.239,LAX,北美洲,洛杉矶,435 ms
